name,stock,deal,free,mrp,rate,company,batch,exp,supplier
SORBILINE SYR,9,9,1,84.39,60.28,FRANCO INDIAN,E19020,01-10-2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
SORBILINE SYR,50,9,1,84.39,60.28,FRANCO INDIAN,E20005,01-12-2022,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
SORBITRATE 10MG TAB ***,24,0,0,40.29,28.78,ABBOT,SBB9006,01-05-2022,
SORBITRATE 10MG TAB *** 50`S,30,0,0,40.29,28.78,ABBOT,SBB9016,01-11-2022,TRINETRA PHARMA    HYDERABAD
SPANDRIL TAB,50,10,1,70,50,MARS TERAPEUTICS & CHEMICALS LTD,BM21003,01-01-2023,MARS PHARMA PRIVATE LIMITED HYDERABAD
SPORIDEX 100MG REDIMIX DROPS,2,0,0,82,58.57,SUN PHARMA (CLASSIC),AA81414,01-02-2021,
SPORIDEX 125 DRY SYRUP,35,0,0,38,27.14,SUN PHARMA (CLASSIC),AA84411,01-02-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SPORIDEX 125MG REDIMIX SYRUP,22,0,0,38,27.14,SUN PHARMA (CLASSIC),AA77222,01-02-2021,
SPORIDEX 125MG REDIMIX SYRUP,48,0,0,38,27.14,SUN PHARMA (CLASSIC),AA76058,01-02-2021,SARADA PHARMACY      MADHIRA
SPORIDEX 125MG REDIMIX SYRUP,12,0,0,38,27.14,SUN PHARMA (CLASSIC),AA76873,01-02-2021,
SPORIDEX 250MG CAPS,11,0,0,72.5,51.79,SUN PHARMA (CLASSIC),AA74974,01-07-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SPORIDEX 250MG REDIMIX SYRUP,50,0,0,96.5,68.93,SUN PHARMA (CLASSIC),AA85279,01-03-2021,
SPORIDEX 500MG CAPS,4,0,0,177.5,126.79,SUN PHARMA (CLASSIC),AA83551,01-07-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SPORIDEX 500MG CAPS,24,0,0,177.5,126.79,SUN PHARMA (CLASSIC),AB01214,01-07-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SPORIDEX-AF 375 TABS,12,0,0,198,141.43,SUN PHARMA (CLASSIC),AA84728,01-08-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SPORLAC DS TABS***,43,14,1,98.45,70.32,UNISANKYO LIMITED,SDT9G28,01-06-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
SPORLAC PWD***,11,24,1,30.05,21.47,UNISANKYO LIMITED,SPS9H079,01-01-2021,TRINETRA PHARMA    HYDERABAD
SPORLAC PWD***,4,24,1,30.05,21.48,UNISANKYO LIMITED,SPSOA001,01-12-2021,PRADEEP MEDICAL AGENCIES      HANAMKONDA
SPORLAC PWD*** 4*1GM,-4,24,1,30.05,21.48,UNISANKYO LIMITED,SPS9M105,01-11-2021,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
STAMLO 10 TABS,6,0,0,166.3,118.78,DR.REDDY`S LAB`S (ZENURA),E901662,01-11-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAMLO 2.5MG TABS,24,0,0,54.21,38.72,DR.REDDY`S LAB`S (ZENURA),E901576,31-10-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAMLO 2.5MG TABS,60,0,0,54.21,38.72,DR.REDDY`S LAB`S (ZENURA),E901592,31-10-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAMLO 5MG TAB,1,0,0,85.49,61.06,DR.REDDY`S LAB`S (ZENURA),E901681,30-11-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAMLO BETA TAB,84,0,0,165.55,118.25,DR.REDDY`S LAB`S (ZENURA),E000079,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAMLO BETA TAB,120,0,0,165.55,118.25,DR.REDDY`S LAB`S (ZENURA),E000085,01-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
STAT INJ,5,5,1,60,45.71,SUMAC PHARMA,LTX066C,01-04-2020,SUMAC PHARMA PVT  LTD HYDERABAD
STECLIN  INJ,118,0,0,29,20.71,SARABHAI VET,J000403,01-01-2022,CADILA HEALTHCARE LTD  (ANIMAL) HYDERABAD
STEMETIL AMP **,5,0,0,203.28,145.2,NICHOLAS PIRAMAL INDIA LTD,NFE0325,01-10-2022,VIJAYA DURGA AGENCIES   VIJAYAWADA
STEMETIL-MD TABS **,44,0,0,117.97,84.26,NICHOLAS PIRAMAL INDIA LTD,SEA9098,01-05-2021,TRINETRA PHARMA    HYDERABAD
STOLIN-R,8,0,0,128.15,91.54,DR.REDDY`S LAB`S(RECURA ACE),BR9123,30-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
STOLIN-R,12,0,0,128.15,91.54,DR.REDDY`S LAB`S(RECURA ACE),BR0009,31-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
STON  1 SYR,12,0,0,170.5,121.79,CIPLA(UROLOGY),COCI1910,31-08-2021,CIPLA LIMITED  HYDERABAD
STON 1 B6 ORAL SYRUP,5,0,0,180.89,129.2,CIPLA(UROLOGY),CNCL1938,01-05-2021,CIPLA LIMITED  HYDERABAD
STON 1 B6 ORAL SYRUP,24,0,0,180.89,129.2,CIPLA(UROLOGY),CNCA2002,01-06-2021,CIPLA LIMITED  HYDERABAD
STON 1 B6 TAB,8,0,0,77,55,CIPLA(UROLOGY),GL9338,01-04-2021,CIPLA LIMITED  HYDERABAD
STON 1 B6 TAB,30,0,0,77,55,CIPLA(UROLOGY),GL9343,30-04-2021,CIPLA LIMITED  HYDERABAD
STORVAS  5MG TABS,20,0,0,87.25,62.32,RANBAXY-2,EMU2945A,01-10-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
STORVAS 10MG TABS,8,0,0,90.16,64.4,RANBAXY-2,EMU3371,01-05-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
STORVAS 40MG TABS,24,0,0,211.46,151.04,RANBAXY-2,EMX0042,01-06-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
STORVAS 80MG TABS,2,0,0,387.5,276.79,RANBAXY (CROSLANDS),EMX0394,01-06-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
STRAFOS CREAM,28,0,0,300,214.29,CIPLA (CRESTA),SA907,01-11-2021,CIPLA LIMITED  HYDERABAD
STREPSILS(ONG-LEM-MIN)** 100`S,7,0,0,300,230.7,RICKET & BENCKISER,JG628,01-05-2022,SRI SHASTHA ENTERPRISES KHAMMAM
STREPSILS(ONG-LEM-MIN)** 100`S,24,0,0,300,230.7,RICKET & BENCKISER,JH118,01-04-2022,SRI SHASTHA ENTERPRISES KHAMMAM
STREPSILS(ONG-LEM-MIN)** 200`S,22,0,0,600,460,RICKET & BENCKISER,JG343,01-04-2022,SRI SHASTHA ENTERPRISES KHAMMAM
STRONGCAL CM SOFTGELS,140,5,1,178,120.67,ASTRA-IDL LIMITED,FSG738,01-03-2021,AASTRIVAS PHARMACEUTICALS    VIJAYAWADA
STUGIL TAB,28,0,0,158.51,113.22,ERIS LIFESCIENCES PVT LTD,GSUA19013,01-11-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
STYPTOCHROME-E AMP,170,0,0,21,15,DR.REDDY`S LAB`S(PRIDE),DN3019004,01-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
STYPTOVIT-E TAB,10,0,0,55.55,39.68,DR.REDDY`S LAB`S(PRIDE),WIST19028,01-09-2021,SARADA PHARMACY      MADHIRA
STYPTOVIT-E TAB,200,0,0,55.55,39.68,DR.REDDY`S LAB`S(PRIDE),WIST19034,01-11-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
SUCRADAY-O SUSP.,4,0,0,120.63,86.16,MANKIND(FUTURE),B6AJS014,01-04-2021,
SUCRADAY-O SUSP.,36,0,0,120.63,86.16,MANKIND(FUTURE),B6AJS017,01-07-2021,
SUCRAFIL SYRUP ***,60,9,1,149,106.43,FOURRTS,G3053,01-01-2023,LAKSHMI BALAJI CORPORATION VIJAYAWADA
SUCRAFIL SYRUP ***,-1,9,1,149,106.43,FOURRTS,G2804,01-12-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
SUCRAFIL SYRUP ***,-2,9,1,149,106.43,FOURRTS,G2804,01-12-2022,LAKSHMI BALAJI AGENCIES       HYDERABAD
SUCRAFIL-O SYRUP ***,44,9,1,229,163.57,FOURRTS,G2244,01-10-2022,TRINETRA PHARMA    HYDERABAD
SUCRAL O SYRUP**,4,0,0,231,165.15,GENARAL COMPANY,SO100219,01-07-2021,
SUGANRIL TAB***,21,11,1,151.8,108.43,SARABHAI CHEMICALS,SUA9005,01-02-2021,TRINETRA PHARMA    HYDERABAD
SUGANRIL TAB***,-1,11,1,151.8,108.44,SARABHAI CHEMICALS,SUA9002,01-10-2020,LAKSHMI BALAJI AGENCIES       HYDERABAD
SUGANRIL TAB***,2,11,1,138,98.57,SARABHAI CHEMICALS,SGA8002,01-02-2021,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
SUGAR FREE GOLD POWDER **,32,0,0,135,108.48,ZYDUS PHARMACEUTICALS LTD(CADILA),AWSV1540,01-09-2021,JAI GANESH ENTERPRISES WARANGAL
SUGAR FREE GOLD TABS **,109,0,0,110,89.2,ZYDUS PHARMACEUTICALS LTD(CADILA),AWSV2016,01-11-2022,JAI GANESH ENTERPRISES WARANGAL
SUGER FREE GOLD **,69,0,0,180,142.41,ZYDUS PHARMACEUTICALS LTD(CADILA),AWSW0090,01-12-2022,JAI GANESH ENTERPRISES WARANGAL
SULBACEF 1GM INJ,84,0,0,174.2,124.43,BIOCHEM PHARMA,F900949,01-10-2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD
SUMO L IV,59,0,0,190,135.71,ALKEM (PHARMA),19442403,01-08-2021,
SUMO-L650 TABS,20,9,1,30.22,21.59,ALKEM (PHARMA),19442247,01-08-2022,
SUMO-L650 TABS,130,9,1,30.22,21.59,ALKEM (PHARMA),19442952,01-10-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SUNBAN MATTE GEL,5,0,0,625,423.73,H&H PHARMA (DERMATOLOGY),B007,01-12-2021,VEGAVAAN PHARMA      SECUNDERABAD
SURBEX -XT TABS,72,0,0,108.24,77.31,ABBOTT (CONSUMER CARE),GEE0075,01-05-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
SURFAZ-SN CREM,25,0,0,79.75,56.96,FRANCO INDIAN  (ZINDA 2),B06,01-03-2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
SWICH 200MG TAB,25,9,1,175,125,ALKEM (ARISE),19182590,01-11-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SWICH DROPS,25,0,0,69.5,49.64,ALKEM (ARISE),19182635,01-05-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SWICH DROPS,25,0,0,69.5,49.64,ALKEM (ARISE),19182635,01-05-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SWICH-XP 125MG VIAL,50,21,4,48.95,34.96,ALKEM (ARISE),19181630,01-07-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SWICH-XP 250MG VIAL,7,10,8,71.5,51.07,ALKEM (ARISE),8183652,01-07-2020,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SWICH-XP 250MG VIAL,73,10,8,78.5,56.07,ALKEM (ARISE),19181643,01-07-2021,
SWICH-XP 500MG VIAL,75,10,5,133.5,95.36,ALKEM (ARISE),19182225,01-09-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
SYMBAL 40MG TABS,10,0,0,172.25,123.04,TORRENT (VISTA),1719003,01-06-2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SYNRIAM TABS  150+750 MG,10,0,0,198,141.43,RANBAXY PHARMA,AA58699,01-06-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
SYSCAN 150MG CAPS,58,0,0,20.25,14.46,TORRENT PHARMA,CBD2F013,01-05-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
SYSFER SYRUP,45,10,2,120,89.72,BIOSYS HEALTH CARE,TL190825,01-01-2021,S.R.R. PHARMA          HANAMKONDA
SYSNAC P TABS,5,10,2,42,31.4,BIOSYS HEALTH CARE,190954T,01-08-2021,S.R.R. PHARMA          HANAMKONDA
SYSNAC TABS,9,5,1,89,66.54,BIOSYS HEALTH CARE,GT191403,01-09-2021,S.R.R. PHARMA          HANAMKONDA
SYSNAC TH TABS,11,5,1,149,111.4,BIOSYS HEALTH CARE,GT181634,01-11-2020,S.R.R. PHARMA          HANAMKONDA
SYSNAC TH TABS,4,5,1,149,111.4,BIOSYS HEALTH CARE,GT190774,01-05-2021,
SYSPAN D TABS,42,10,2,99,74.02,BIOSYS HEALTH CARE,ACPD9014E,01-10-2021,S.R.R. PHARMA          HANAMKONDA
T-98 DROPS,1,0,0,26.54,18.96,MANKIND PHARMA LTD.,D4BES049,01-03-2021,MANKIND PHARMA LTD HYDERABAD
T-98 DROPS,9,0,0,26.54,18.96,MANKIND PHARMA LTD.,D4BES051,01-04-2021,MANKIND PHARMA LTD HYDERABAD
T-98 DROPS,40,0,0,26.54,18.96,MANKIND PHARMA LTD.,A6BTT001,01-06-2021,MANKIND PHARMA LTD HYDERABAD
T-98 DROPS,-1,0,0,26.54,18.96,MANKIND PHARMA LTD.,A6BTT004,01-08-2021,MANKIND PHARMA LTD HYDERABAD
T-98 SUSP,17,0,0,21.94,15.67,MANKIND PHARMA LTD.,G4BES006,01-07-2021,
T-98 TABS,50,9,1,14.68,10.49,MANKIND PHARMA LTD.,Z8ABS020,01-09-2021,
T-BACT ONT,10,0,0,110.8,79.14,GLAXOSMITHKLINE PHARMA(DERMA ACE),NA607,01-03-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
T-BACT ONT,97,0,0,110.8,79.14,GLAXOSMITHKLINE PHARMA(DERMA ACE),NA607,01-03-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
T-BACT ONT,3,0,0,110.8,79.14,GLAXOSMITHKLINE PHARMA(DERMA ACE),NA615,01-03-2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
T-MINIC DROPS **,76,0,0,77,55.69,WANDER LIMITED,91207K,01-11-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
T-MINIC SYRUP **,38,0,0,82.5,59.67,WANDER LIMITED,91113K,01-04-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
T-MINIC SYRUP **,6,0,0,82.5,59.67,WANDER LIMITED,91113K,01-04-2021,HARI MARUTI AGENCIES  VIJAYAWADA
T-MINIC SYRUP **,-2,0,0,82.5,59.67,WANDER LIMITED,20B03S,01-07-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
T-MINIC SYRUP **,2,0,0,82.5,59.67,WANDER LIMITED,91214K,01-05-2021,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
T-STAT 500MG TABS,1,0,0,178.45,135.96,MERCURY LABORATORIES LTD,19104411,01-10-2022,MERCURY LABORATORIES          SECUNDRABAD
T-STAT AMP,25,9,1,76.74,58.47,MERCURY LABORATORIES LTD,19302004,01-07-2022,
T-STAT MF TABS,67,9,1,270,192.86,MERCURY LABORATORIES LTD,19103104,01-05-2022,MERCURY LABORATORIES          SECUNDRABAD
TACKEL 90 MG TABS,20,0,0,336,240,ALEMBIC LTD(PHARMA),DT1912055C,01-11-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TAG ROLL,15,0,0,0,0,GENARAL COMPANY,XXX,/  /,V.H.M.TRADERS VIJAYAWADA
TAG ROLL,15,0,0,0,0,GENARAL COMPANY,XXX,/  /,V.H.M.TRADERS VIJAYAWADA
TAXIM 125MG VIAL,152,10,1,18,13.5,ALKEM(ALPHA MAX),19461050,01-05-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM 1GM VIAL,79,10,1,37.59,26.85,ALKEM(ALPHA MAX),19461040,01-05-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM 1GM VIAL,1,10,1,37.59,26.85,ALKEM(ALPHA MAX),19461111,01-05-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM 250MG VIAL,200,10,1,17.06,12.8,ALKEM(ALPHA MAX),19460996,01-04-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM O FORTE DRY SYRUP,39,0,0,70.5,50.36,ALKEM (PHARMA),19182145,01-09-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM O FORTE DRY SYRUP,50,0,0,70.5,50.36,ALKEM (PHARMA),19182199,01-03-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O 200MG TAB,60,0,0,105.17,75.12,ALKEM (PHARMA),19182571,01-11-2021,HARI MARUTI AGENCIES  VIJAYAWADA
TAXIM-O 200MG TAB,90,0,0,105.17,75.12,ALKEM (PHARMA),19182608,01-02-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O 200MG TAB,6,0,0,105.17,75.12,ALKEM (PHARMA),19182274,01-09-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
TAXIM-O DRY SYR,27,0,0,47.47,33.91,ALKEM (PHARMA),20460032,01-12-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O DRY SYR,100,0,0,47.47,33.91,ALKEM (PHARMA),20460032,01-12-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O DRY SYR,200,0,0,47.47,33.91,ALKEM (PHARMA),19460925,01-10-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
TAXIM-O DT 100MG TAB,10,0,0,95,67.86,ALKEM (PHARMA),19460731,01-09-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O DT 100MG TAB,1,0,0,95,67.88,ALKEM (PHARMA),19460717,01-08-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
TAXIM-O DT 100MG TAB,-1,0,0,95,67.88,ALKEM (PHARMA),19461114,01-11-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O DT 50MG TAB,50,0,0,91,65,ALKEM (PHARMA),19460554,01-07-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O DT 50MG TAB,60,0,0,91,65,ALKEM (PHARMA),19460768,01-09-2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA
TAXIM-O PED DROPS,101,0,0,55.5,39.64,ALKEM (PHARMA),19460832,01-10-2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O PED DROPS,100,0,0,55.5,39.64,ALKEM (PHARMA),20460138,01-01-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-O PED DROPS,33,0,0,55.5,39.64,ALKEM (PHARMA),20460138,01-01-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIM-OF TABS,9,0,0,125,89.29,ALKEM(ALPHA MAX),19460750,01-09-2021,
TAXIMAX 1500MG VIAL,100,9,1,64.5,46.07,ALKEM(ALPHA MAX),19460974,01-04-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIMAX 375 VIAL,95,9,1,27.9,19.93,ALKEM(ALPHA MAX),19460622,01-02-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAXIMAX 750MG VIAL,45,9,1,39.6,28.29,ALKEM(ALPHA MAX),19460698,01-02-2022,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
TAYO 60K TABS,10,0,0,185.97,132.84,ERIS  (ADURA),GTYK20002,01-01-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
TAYO TABS,21,0,0,101.45,72.46,ERIS  (ADURA),GTAY20001,01-06-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
TAYO TABS,20,0,0,101.45,72.46,ERIS  (ADURA),GTAY20003,01-07-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
TEGRITAL 200MG TAB,165,0,0,15.2,11.7,NOVARTIS (PRASAAR),105CPAO0,01-12-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL 200MG TAB,192,0,0,15.2,11.7,NOVARTIS (PRASAAR),210CPAO0,01-12-2023,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL 200MG TAB,73,0,0,15.2,11.7,NOVARTIS (PRASAAR),210CPAO0,01-01-2023,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL 400MG TABS,84,0,0,36.18,27.85,NOVARTIS (PRASAAR),202CPAN0,01-01-2023,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL SYRUP,11,0,0,21.24,16.35,NOVARTIS INDIA LTD.(MPBU),196004KB,01-05-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL-CR 300 TABS,37,0,0,38.42,27.44,NOVARTIS (PRASAAR),101MBAR0,01-12-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL-CR 400 TABS,10,0,0,33.42,25.72,NOVARTIS (PRASAAR),Z01MBAP9,01-11-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL-CR 400 TABS,30,0,0,33.42,25.72,NOVARTIS (PRASAAR),102MBAP0,01-12-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TEGRITAL-CR 400 TABS,40,0,0,33.42,25.72,NOVARTIS (PRASAAR),102MBAP0,01-12-2022,NOVARTIS INDIA LIMITED        HYDERABAD
TELLZY MT 25 TAB,25,0,0,242.55,173.25,ALEMBIC  (DABUR) INDIA LIMITED,200800002,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY- 80 H TABS,7,0,0,330.1,235.78,ALEMBIC  (DABUR) INDIA LIMITED,1908000794,01-06-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-20 TABS,30,0,0,59.85,42.75,ALEMBIC  (DABUR) INDIA LIMITED,2008000163,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-80 TABS,15,0,0,165.14,117.96,ALEMBIC  (DABUR) INDIA LIMITED,2008000044,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-AH TABS,11,0,0,245.4,175.29,ALEMBIC  (DABUR) INDIA LIMITED,2008000081,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-AM TABS,60,0,0,206.6,147.57,ALEMBIC  (DABUR) INDIA LIMITED,2008000210,01-01-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-CH 40 TABS,29,0,0,219.35,156.68,ALEMBIC  (DABUR) INDIA LIMITED,2008000014,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-H TABS,5,0,0,205.4,146.71,ALEMBIC  (DABUR) INDIA LIMITED,1908001230,01-09-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELLZY-H TABS,30,0,0,205.4,146.71,ALEMBIC  (DABUR) INDIA LIMITED,2008000217,01-01-2022,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
TELMA 80 H TABS,2,0,0,367,262.14,GLENMARK (ZOLTAN),18191265,01-09-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA BETA 25MG TABS,15,0,0,154,110,GLENMARK (ZOLTAN),18191326,01-10-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA BETA 50MG TABS,8,0,0,189,135,GLENMARK (ZOLTAN),18191143,01-08-2021,
TELMA CT 40/6.25 MG,12,0,0,208,148.57,GLENMARK (ZOLTAN),18190934,01-07-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA-20MG TABS 15`S,2,0,0,59.89,42.78,GLENMARK (ZOLTAN),18190776,01-05-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA-20MG TABS 15`S,1,0,0,59.89,42.78,GLENMARK (ZOLTAN),5191386,01-06-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA-20MG TABS 15`S,-1,0,0,59.89,42.78,GLENMARK (ZOLTAN),18190902,01-06-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA-80MG TABS 15`S,18,0,0,165.14,117.96,GLENMARK (ZOLTAN),18190612,01-04-2021,
TELMA-AM TABS,18,0,0,214.5,153.22,GLENMARK (ZOLTAN),5191896,01-09-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMA-H TABS 30`S,5,0,0,442,315.71,GLENMARK (ZOLTAN),18200122,01-01-2023,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
TELMIDUCE 20 TAB,40,0,0,15.63,11.17,MACLEODS(TB CARE),KML914A,01-11-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
TELMIKIND CT 40MG TABS,61,0,0,78.65,56.18,MANKIND PHARMA LTD.,G4FZS010,01-05-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND CT 40MG TABS,-1,0,0,78.65,56.18,MANKIND PHARMA LTD.,G4FZT001,01-07-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-20 TABS,228,0,0,21.01,15.01,MANKIND PHARMA LTD.,E3ALS068,01-11-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-40 TABS,696,0,0,34.04,24.31,MANKIND PHARMA LTD.,B5IAS207,01-10-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-40 TABS,-2,0,0,34.04,24.31,MANKIND PHARMA LTD.,B5IAT054,01-01-2022,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-40 TABS,2,0,0,34.04,24.31,MANKIND PHARMA LTD.,B5IAT080,01-02-2022,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-80MG TABS,1,0,0,67.62,48.3,MANKIND PHARMA LTD.,E5ALS021,01-05-2021,
TELMIKIND-80MG TABS,12,0,0,67.62,48.3,MANKIND PHARMA LTD.,E5ALS036,01-07-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-AM TABS,60,0,0,52.1,37.21,MANKIND PHARMA LTD.,C6IAS037,01-04-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-AM TABS,3,0,0,52.1,37.21,MANKIND PHARMA LTD.,C6IAT003,01-06-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-AM TABS,-3,0,0,52.1,37.21,MANKIND PHARMA LTD.,C6IAT004,01-06-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-AMH TABS,21,0,0,73.2,52.29,MANKIND PHARMA LTD.,C9IAS024,01-10-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-H 80 TABS,20,0,0,85,60.71,MANKIND PHARMA LTD.,E3HPS019,01-08-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-H TABS,582,0,0,60.5,43.21,MANKIND PHARMA LTD.,B1IAS151,01-10-2021,MANKIND PHARMA LTD HYDERABAD
TELMIKIND-H TABS,6,0,0,66.55,47.54,MANKIND PHARMA LTD.,B1IAT033,01-02-2022,
TELMIKIND-H TABS,-6,0,0,66.55,47.54,MANKIND PHARMA LTD.,B1IAT024,01-01-2022,MANKIND PHARMA LTD HYDERABAD
